City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
273,kombissiri,84,BF,1686505058,40,12.0656,-1.3375,87.78,8.46
274,yatou,69,CN,1686505058,88,37.15,122.3833,62.26,2.06
275,saint-pierre,0,RE,1686505058,78,-21.3393,55.4781,73.08,3.44
276,portland,40,US,1686504967,67,45.5234,-122.6762,72.0,3.44
277,aiquile,32,BO,1686505059,41,-18.2041,-65.1807,70.9,8.37
278,teruel,96,ES,1686505059,88,40.6667,-0.6667,56.12,7.07
279,tres palos,20,IT,1686505059,66,46.3231,11.0969,74.01,5.75
280,aswan,0,EG,1686505059,15,24.0934,32.907,97.9,10.36
281,pudozh,38,RU,1686505059,63,61.8099,36.5345,52.14,5.21
282,egilsstadir,0,IS,1686505060,26,65.2653,-14.3948,66.11,16.11
283,happy valley-goose bay,40,US,1686505061,69,35.1654,-91.6443,86.18,3.44
284,wad az zaki,17,RU,1686505061,74,55.5301,44.2114,48.15,4.25
285,ugoofaaru,88,MV,1686505062,81,5.6667,73.0,83.37,13.8
286,nova vicosa,56,BR,1686505062,46,-5.5279,-46.7049,89.02,4.14
287,safranbolu,96,TR,1686505062,87,41.2508,32.6942,58.87,3.49
288,port alfred,45,CD,1686504999,56,-7.0349,29.7638,78.49,1.79
289,kerikeri,7,NZ,1686505063,94,-35.2268,173.9474,47.17,3.94
290,puerto boyaca,0,ES,1686505028,60,36.5939,-6.233,79.61,17.27
291,rongelap,98,MH,1686505063,80,11.1635,166.8941,81.64,16.44
292,vilyuchinsk,10,RU,1686505063,71,52.9306,158.4028,44.87,8.39
293,hermanus,100,ZA,1686505064,91,-34.4187,19.2345,60.8,14.92
294,chui,9,UY,1686505064,38,-33.6971,-53.4616,56.14,9.78
295,yeppoon,47,AU,1686505064,89,-23.1333,150.7333,62.38,8.84
296,veraval,100,IN,1686505065,75,20.9,70.3667,84.2,24.96
297,myeik,100,MM,1686505366,94,12.4333,98.6,77.32,3.85
298,weno,75,FM,1686505065,83,7.4515,151.8468,82.35,4.61
299,santiago de cao,2,CL,1686504900,62,-33.4569,-70.6483,59.29,4.61
300,minab,32,IR,1686505066,39,27.1467,57.0801,93.87,2.73
301,santa flavia,100,PH,1686505066,89,17.486,120.4348,77.2,6.29
302,shingu,100,JP,1686505066,98,33.7333,135.9833,69.53,1.86
303,henderson,0,US,1686504773,18,36.0397,-114.9819,83.82,20.71
304,san jose village,85,ML,1686504995,49,13.3034,-4.8956,83.05,16.22
305,fauske,100,NO,1686505067,94,67.2588,15.3918,50.04,3.67
306,ji'an,59,CN,1686505067,89,27.1172,114.9793,75.94,2.3
307,barranca,87,PE,1686505067,68,-10.75,-77.7667,73.0,11.43
308,kiuruvesi,62,FI,1686505067,44,63.65,26.6167,64.83,8.66
309,hadibu,92,YE,1686505068,78,12.65,54.0333,83.26,15.55
310,anadyr,100,RU,1686505068,93,64.75,177.4833,39.7,6.71
311,muntok,11,ID,1686505068,87,-2.0667,105.1833,79.38,9.44
312,upington,0,ZA,1686505068,22,-28.4478,21.2561,62.98,5.75
313,kapa'a,20,US,1686505069,86,22.0752,-159.319,77.32,11.5
314,gueckedou,95,GN,1686505069,95,8.6667,-10.25,75.49,3.85
315,okha,99,RU,1686505069,95,53.5739,142.9478,43.5,4.52
316,codrington,17,AU,1686505069,80,-38.2667,141.9667,46.11,11.05
317,rio grande,17,GR,1686505028,70,38.3,21.7833,76.75,4.85
318,columbia falls,40,US,1686505026,53,34.0007,-81.0348,87.44,16.11
319,callao,100,PE,1686505070,64,-12.0667,-77.15,77.72,8.05
320,nogliki,91,RU,1686505070,97,51.8333,143.1667,47.07,4.81
321,katsuren-haebaru,100,JP,1686505071,97,26.3369,127.8719,79.18,0.0
322,maceio,75,BR,1686505071,69,-9.6658,-35.7353,83.64,12.66
323,watampone,98,ID,1686505071,88,-4.5386,120.3279,76.51,7.63
324,malvik,0,NO,1686505072,62,63.4333,10.6833,62.19,4.61
325,shindand,0,AF,1686505072,19,33.3029,62.1474,81.34,25.99
326,doka,99,SD,1686505072,59,13.5167,35.7667,82.18,6.96
327,coahuayana de hidalgo,25,MX,1686505072,46,18.7333,-103.6833,93.13,7.58
328,khorinsk,28,RU,1686505072,49,52.1657,109.7726,63.54,1.5
329,karratha,0,AU,1686505073,30,-20.7377,116.8463,67.93,8.28
330,claveria,95,PH,1686505073,78,18.6074,121.0832,80.22,6.42
331,toliara,0,MG,1686505073,84,-23.35,43.6667,69.91,8.95
332,kourou,100,GF,1686505073,73,5.1552,-52.6478,87.85,7.47
333,san antonio oeste,85,ML,1686504995,49,13.3034,-4.8956,83.05,16.22
334,kruisfontein,6,ZA,1686505074,76,-34.0033,24.7314,54.88,1.01
335,sovetskiy,97,RU,1686505074,69,61.3614,63.5842,41.59,13.4
336,beberibe,5,BR,1686505074,71,-4.1797,-38.1306,82.9,10.07
337,greenville,40,US,1686505075,46,35.6127,-77.3663,85.95,9.22
338,sao bento,100,IN,1686505075,55,20.5113,76.2129,82.09,13.22
339,sandnessjoen,75,NO,1686505075,92,66.0217,12.6316,57.72,11.5
340,zdolbuniv,100,UA,1686505075,77,50.5206,26.2425,51.1,15.66
341,zaozersk,91,RU,1686505076,56,69.4005,32.4476,58.91,3.0
342,puerto armuelles,0,ES,1686505076,60,36.5939,-6.233,79.61,17.27
343,hood river,40,US,1686505076,60,32.4335,-97.867,93.34,9.22
344,kosiv,100,UA,1686505076,99,48.3107,25.0958,51.28,5.44
345,gambela,96,ET,1686505077,94,8.25,34.5833,71.8,2.28
346,vorkuta,100,RU,1686505077,77,67.5,64.0,35.71,21.45
347,qarqaraly,9,KZ,1686505077,62,49.4058,75.4742,54.0,2.71
348,novotroitsk,60,RU,1686505077,51,51.203,58.3266,70.5,3.6
349,cacu,4,BR,1686505078,24,-18.5567,-51.1308,90.14,6.76
350,prince rupert,23,CA,1686505078,39,52.9669,-108.3847,77.16,10.58
351,palikir - national government center,75,FM,1686505078,78,6.9248,158.1611,81.34,4.61
352,northam,83,GB,1686505078,87,51.0333,-4.2167,63.39,7.9
353,aykhal,100,RU,1686505079,98,66.0,111.5,32.58,18.97
354,la'ie,39,US,1686505079,76,21.6477,-157.9253,80.56,5.01
355,merta,0,IN,1686505079,28,26.65,74.0333,95.52,11.25
356,castro,3,BR,1686505079,49,-24.7911,-50.0119,74.12,9.33
357,san-pedro,100,CI,1686505079,87,4.7485,-6.6363,76.91,8.57
358,cotacachi,49,EC,1686505080,63,0.3,-78.2667,72.95,5.21
359,pariaman,20,ID,1686505080,86,-0.619,100.12,78.85,3.22
360,mccook,75,US,1686504798,70,40.2019,-100.6257,70.25,13.8
361,oranjemund,1,NA,1686505080,79,-28.55,16.4333,56.97,8.16
362,san jose de las lajas,85,ML,1686505081,49,13.3034,-4.8956,83.05,16.22
363,qarazhal,44,KZ,1686505081,33,48.0078,70.7903,68.23,10.09
364,amahai,100,ID,1686505081,90,-3.3333,128.9167,81.0,2.08
365,kismayo,80,SO,1686505081,78,-0.3582,42.5454,78.93,14.36
366,sitangkai,69,PH,1686505082,79,4.6628,119.3928,82.9,8.75
367,douglas,100,US,1686505082,78,41.3,-96.167,65.52,12.66
368,ndele,48,CF,1686505082,75,8.4109,20.6473,77.31,3.42
369,paphos,40,CY,1686504938,78,34.7667,32.4167,73.18,5.75
370,trincomalee,26,LK,1686505083,74,8.5711,81.2335,83.35,19.84
371,bhaisa,98,IN,1686505083,61,19.1,77.9667,83.73,18.03
372,khovd,83,MN,1686505084,40,48.0056,91.6419,71.85,2.75
373,beira,0,MZ,1686505084,83,-19.8436,34.8389,75.29,9.22
374,valparaiso,0,CL,1686505084,63,-33.0393,-71.6273,59.0,11.5
375,polyany,76,RU,1686505085,60,54.7122,39.8231,51.91,7.54
376,verdal,99,NO,1686505085,68,63.7933,11.4817,62.64,2.46
377,ola,91,RU,1686505085,93,59.5833,151.2833,42.35,2.62
378,san andres,85,ML,1686505086,49,13.3034,-4.8956,83.05,16.22
379,aitape,96,PG,1686505086,87,-3.1374,142.3475,78.57,6.6
380,sherborne,40,GB,1686505086,70,50.95,-2.5,72.79,5.75
381,palm valley,52,AT,1686505087,89,47.6428,16.1094,63.77,5.99
382,salalah,40,OM,1686505087,84,17.0151,54.0924,86.09,5.75
383,mariental,9,NA,1686505087,23,-24.6333,17.9667,65.75,17.58
384,morogoro,40,TZ,1686505088,83,-6.8167,37.6667,71.78,0.0
385,bol,87,TD,1686505088,70,13.4586,14.7147,82.51,8.55
386,soio,80,AO,1686505088,86,-6.1349,12.3689,74.05,6.82
387,abepura,40,ID,1686505089,89,-2.6333,140.5833,77.81,5.75
388,luau,24,AO,1686505089,37,-10.7073,22.2247,69.57,1.99
389,bunia,100,CD,1686505089,92,1.5667,30.25,64.47,1.68
390,eyl,80,SO,1686505089,79,7.9803,49.8164,79.83,23.51
391,kavaratti,100,IN,1686505090,77,10.5669,72.642,85.42,20.33
392,sadaseopet,50,IN,1686505090,56,17.6167,77.95,84.52,9.22
393,cassilandia,1,BR,1686505090,25,-19.1133,-51.7342,88.52,5.39
394,dudinka,75,RU,1686505090,51,69.4058,86.1778,49.62,16.84
395,bemidji,0,US,1686505091,39,47.4736,-94.8803,68.56,10.36
396,ippy,84,CF,1686505091,61,6.2679,21.2247,78.1,1.48
397,waingapu,73,ID,1686505091,89,-9.6567,120.2641,75.72,10.63
398,sebastopol,30,UA,1686505091,61,44.6,33.5333,66.0,3.0
399,new norfolk,85,LR,1686505092,92,6.6518,-10.5932,76.98,4.32
400,yelovo,22,RU,1686505092,64,57.0538,54.9207,44.64,6.4
401,mount isa,67,GB,1686505092,64,53.6597,-1.8537,75.69,7.16
402,parakou,94,BJ,1686505092,85,9.3372,2.6303,75.58,8.84
403,kuopio,0,FI,1686505093,35,62.8924,27.677,69.75,6.91
404,vicuna,100,CL,1686505093,42,-30.0319,-70.7081,72.77,5.73
405,east london,51,IS,1686505093,37,65.0,-15.0,64.15,20.42
406,jinxiang,87,CN,1686505093,89,27.4327,120.6062,74.89,2.17
407,villanueva,20,HN,1686505094,49,15.3167,-88.0,99.03,3.44
408,yuzhno-kurilsk,100,RU,1686505094,99,44.0306,145.8556,51.89,8.34
409,labrador city,100,PH,1686505094,92,16.0281,120.1442,77.59,7.34
410,gadzhiyevo,87,RU,1686505094,49,69.2551,33.3362,61.72,7.2
411,hammerfest,75,NO,1686505095,62,70.6634,23.6821,55.85,16.11
412,puerto lempira,0,ES,1686505095,60,36.5939,-6.233,79.61,17.27
413,shipunovo,0,RU,1686505095,74,52.1582,82.2173,53.26,8.5
414,robertsport,82,LR,1686505096,82,6.7533,-11.3686,79.81,10.42
415,boyes hot springs,94,US,1686505096,47,45.268,-105.0311,66.2,13.22
416,ujae,99,MH,1686505096,77,8.9322,165.7642,82.78,18.21
417,tommot,83,RU,1686505096,76,58.9564,126.2925,63.7,2.37
418,jabat,100,MH,1686505096,77,7.75,168.9751,82.62,19.24
419,guarapari,4,BR,1686505097,67,-20.6667,-40.4975,83.89,9.6
420,moyale,83,KE,1686505097,65,3.5167,39.0584,69.73,4.16
421,batticaloa,84,LK,1686505097,69,7.7102,81.6924,83.64,5.46
422,kalemie,48,CD,1686505098,66,-5.9475,29.1947,73.74,0.43
423,dakhla,0,EH,1686505098,73,23.6848,-15.958,75.22,20.71
424,tindouf,0,DZ,1686505098,14,27.6711,-8.1474,95.45,20.71
425,sakaraha,0,MG,1686505098,85,-22.9,44.5333,62.89,4.25
426,black point,89,US,1686505099,63,31.0093,-85.7444,91.2,6.93
427,turpan,19,CN,1686505011,8,42.9333,89.1667,100.81,5.21
428,santa elena de uairen,100,PH,1686505099,89,17.486,120.4348,77.2,6.29
429,manicore,40,BR,1686505099,70,-5.8092,-61.3003,87.75,6.91
430,chabahar,13,IR,1686505100,79,25.2919,60.643,85.57,3.27
431,serchhip,83,IN,1686505100,97,23.3,92.8333,66.83,1.92
432,palmer,75,US,1686505100,41,42.1584,-72.3287,82.67,5.75
433,thinadhoo,56,MV,1686505101,74,0.5333,72.9333,83.41,6.38
434,lorengau,41,PG,1686505101,80,-2.0226,147.2712,81.3,7.23
435,sompeta,45,IN,1686505101,61,18.9333,84.6,88.45,9.26
436,kalawit,97,PH,1686505101,93,8.0667,122.5167,77.32,6.35
437,shiyan,100,CN,1686505101,93,32.6475,110.7781,68.52,0.07
438,kavieng,31,PG,1686505102,80,-2.5744,150.7967,81.97,11.16
439,moyynkum,41,KZ,1686505102,17,44.2914,72.9469,76.64,22.08
440,san luis de la loma,85,ML,1686504995,49,13.3034,-4.8956,83.05,16.22
441,christchurch,43,NZ,1686505102,85,-43.5333,172.6333,44.94,8.05
442,yinchuan,96,CN,1686505103,20,38.4681,106.2731,72.73,8.9
443,sept-iles,75,CA,1686505103,67,50.2001,-66.3821,66.72,13.8
444,rumonge,100,BI,1686505103,70,-3.9736,29.4386,74.28,4.76
445,tanabe,100,JP,1686505103,98,33.7333,135.3667,69.75,4.27
446,siracusa,66,IT,1686505103,75,37.0881,15.2792,76.37,1.72
447,neiafu,75,TO,1686505104,88,-18.65,-173.9833,74.08,4.61
448,mont-laurier,96,CA,1686505104,54,46.5501,-75.4993,69.42,4.41
449,ballina,2,AU,1686505104,88,-28.8667,153.5667,51.78,5.64
450,luganville,99,VU,1686505104,87,-15.5333,167.1667,75.78,13.35
451,pokhara,60,NP,1686505105,47,28.2333,83.9833,78.64,6.11
452,kiunga,98,PG,1686505105,100,-6.1219,141.2906,72.99,2.08
453,basco,99,PH,1686505105,83,20.4487,121.9702,82.9,25.77
454,yemetsk,97,RU,1686505106,71,63.4721,41.7941,51.75,4.41
455,isangel,30,VU,1686505106,75,-19.55,169.2667,69.24,11.23
456,agacoren,78,TR,1686505106,78,38.8748,33.9167,60.57,1.05
457,ayorou,97,NE,1686505106,26,14.7308,0.9174,101.3,0.18
458,bandarbeyla,85,SO,1686505107,80,9.4942,50.8122,79.48,29.26
459,roma,20,US,1686504890,46,43.2128,-75.4557,81.68,6.91
460,ilhabela,8,BR,1686505072,46,-23.7781,-45.3581,84.27,5.82
461,usogorsk,99,RU,1686505107,66,63.4106,48.6872,43.32,1.48
462,suva,75,FJ,1686505107,94,-18.1416,178.4415,69.28,0.0
463,trairi,14,BR,1686505108,64,-3.2778,-39.2689,84.6,13.33
464,gaspe,20,CA,1686505108,40,48.8334,-64.4819,73.62,10.36
465,tucurui,21,BR,1686504907,67,-3.7661,-49.6725,85.3,5.53
466,hobyo,98,SO,1686505108,84,5.3505,48.5268,79.59,27.07
467,syas'stroy,12,RU,1686505109,52,60.1367,32.5691,52.47,1.83
468,auki,18,SB,1686505109,87,-8.7676,160.7034,77.68,3.74
469,viedma,0,AR,1686505013,46,-40.8135,-62.9967,50.63,17.6
470,antsohihy,0,MG,1686505109,81,-14.8796,47.9875,69.01,2.1
471,solleftea,86,SE,1686505110,34,63.1667,17.2667,64.26,5.95
472,saipan,40,MP,1686505110,100,15.1355,145.701,81.3,13.0
473,riberalta,40,BO,1686505110,58,-10.9833,-66.1,89.8,9.22
474,shubarshi,81,KZ,1686505110,26,48.5872,57.1869,76.24,8.77
475,arno,3,SE,1686505110,45,60.1167,18.6333,54.79,12.75
476,gizo,55,SB,1686505111,79,-8.103,156.8419,81.34,5.61
477,oyama,100,JP,1686505111,95,36.3,139.8,69.35,2.26
478,nha trang,66,NP,1686505111,88,27.9145,86.719,40.23,2.33
479,sinabang,77,ID,1686505111,84,2.4803,96.3801,80.42,3.36
480,ghatampur,15,IN,1686505112,23,26.1667,80.1667,99.0,6.44
481,fabens,19,US,1686505112,17,31.5023,-106.1586,88.92,6.24
482,kamaishi,100,JP,1686505112,97,39.2667,141.8833,62.82,2.26
483,novodvinsk,99,RU,1686505112,69,64.4165,40.8122,51.6,6.76
484,vylkove,100,UA,1686505113,76,45.4021,29.586,65.3,14.67
485,serenje,31,ZM,1686505113,57,-13.2325,30.2352,59.4,4.59
486,blagodarnyy,75,RU,1686505113,76,45.0978,43.4364,69.24,5.95
487,maintirano,0,MG,1686505113,70,-18.0667,44.0167,74.73,11.97
488,lepsy,0,KZ,1686505114,39,46.235,78.9456,67.68,19.86
489,amga,95,RU,1686505114,77,60.8953,131.9608,55.11,5.03
490,miyaly,97,KZ,1686505115,21,48.8844,53.7836,81.19,10.89
491,bushehr,0,IR,1686505115,49,28.9684,50.8385,93.29,16.11
492,newman,51,US,1686505115,10,37.3138,-121.0208,75.02,3.4
493,tomatlan,74,MX,1686505043,47,19.9333,-105.25,92.61,9.4
494,kencong,70,ID,1686505115,93,-8.2833,113.3667,74.77,0.87
495,cockburn town,78,AU,1686505116,59,-32.0833,141.0,52.09,7.11
496,paris,100,FR,1686505159,70,48.8534,2.3488,77.77,11.5
497,arica,100,CL,1686505116,56,-18.475,-70.3042,70.03,8.05
498,lautoka,75,FJ,1686505117,78,-17.6167,177.4667,71.46,6.91
499,tanggu,44,CN,1686505117,70,39.0211,117.6469,67.96,4.03
500,prince george,23,CA,1686505078,39,52.9669,-108.3847,77.16,10.58
501,kendari,100,ID,1686505117,95,-3.945,122.4989,74.23,2.95
502,kirakira,94,SB,1686505118,86,-10.4544,161.9205,79.3,7.4
503,duderstadt,10,DE,1686505118,65,51.5131,10.2595,77.85,5.93
504,belyy yar,2,RU,1686505118,61,55.8402,32.9419,51.3,5.39
505,baruun-urt,71,MN,1686505118,52,46.6806,113.2792,56.75,3.85
506,megalopoli,18,GR,1686505119,81,37.4011,22.1422,73.85,3.33
507,gamba,97,GA,1686505119,88,-2.65,10.0,74.46,6.33
508,cole harbour,100,US,1686505119,82,38.5003,-92.2835,67.51,9.22
509,mersa matruh,50,IT,1686505119,78,46.5549,11.8659,65.17,2.21
510,tanout,49,NE,1686505120,32,14.9709,8.8879,94.71,5.64
511,riohacha,40,CO,1686505120,58,11.5444,-72.9072,91.51,14.97
512,kayyerkan,82,RU,1686505120,53,69.3786,87.7439,49.3,11.1
513,tchibanga,86,GA,1686505121,93,-2.85,11.0333,71.78,5.01
514,naze,15,JP,1686505121,89,28.3667,129.4833,72.52,2.73
515,torghay,96,KZ,1686505121,27,49.6339,63.4981,73.83,7.85
516,quesnel,0,CA,1686505121,59,52.9999,-122.5029,64.9,2.3
517,macapa,20,BR,1686505122,74,0.0389,-51.0664,85.98,11.5
518,mukalla,100,YE,1686505122,55,14.5425,49.1242,93.7,3.85
519,huarmey,67,PE,1686505122,68,-10.0681,-78.1522,75.76,11.32
520,kuching,20,MY,1686505123,94,1.55,110.3333,79.02,1.14
521,brookings,0,US,1686505123,52,44.3114,-96.7984,65.17,5.99
522,talakan,74,RU,1686505123,91,50.3167,130.3667,60.24,1.77
523,kalajoki,31,FI,1686505123,43,64.25,23.95,55.9,13.47
524,manat,99,PH,1686505123,98,7.5327,126.0173,73.8,2.39
525,villa regina,56,IT,1686505035,70,46.2039,10.1339,75.74,2.89
526,ambon,40,ID,1686505124,41,-3.6954,128.1814,80.87,4.61
527,sisimiut,96,GL,1686505124,89,66.9395,-53.6735,37.0,17.9
528,glace bay,93,US,1686505124,41,37.6771,-80.3434,79.36,1.01
529,manokwari,100,ID,1686505125,90,-0.8667,134.0833,75.67,6.11
530,saldanha,100,ZA,1686505125,90,-33.0117,17.9442,55.45,12.37
531,pitalito,28,CO,1686505125,58,1.8497,-76.0479,79.18,3.85
532,luwuk,83,ID,1686505125,83,-0.9516,122.7875,78.21,5.57
533,taltal,73,CL,1686505126,85,-25.4,-70.4833,59.2,10.56
534,kulhudhuffushi,93,MV,1686505126,81,6.6221,73.07,83.64,17.27
535,cidade velha,53,PT,1686505126,70,39.4618,-9.1928,74.07,7.0
536,kaduy,87,RU,1686505126,58,59.2,37.15,53.44,1.25
537,novo aripuana,13,CU,1686505126,61,22.7847,-82.2251,89.94,13.85
538,shizunai-furukawacho,100,JP,1686505127,93,42.3339,142.3669,58.06,1.54
539,aripuana,66,BR,1686505127,45,-9.1667,-60.6333,92.05,1.92
540,longido,43,TZ,1686505127,45,-2.7333,36.6833,67.26,6.93
541,quthing,0,LS,1686505127,35,-30.4,27.7003,48.31,6.89
542,gereida,72,SD,1686505128,42,11.2811,25.1414,88.29,6.15
543,bardai,82,NG,1686505128,54,11.65,7.2333,84.2,8.95
544,igarka,100,RU,1686505129,42,67.4667,86.5833,52.43,19.71
545,prien,40,US,1686505129,67,30.1819,-93.2738,88.99,18.41
546,polyarnyy,87,RU,1686505129,47,69.1989,33.4478,63.64,7.25
547,mount carmel,67,GB,1686505092,64,53.6597,-1.8537,75.69,7.16
548,camabatela,98,AO,1686505130,91,-8.1881,15.375,65.55,2.28
549,oltinko'l,67,UZ,1686505130,35,40.8011,72.1634,83.43,2.8
